"Country","Sex","Cause","Year","Value"
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1981,3.6
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1980,3.5
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1979,3.9
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1978,3.8
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1977,3.7
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1976,4
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1975,3.5
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1974,4.2
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1973,4.9
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1972,4.8
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1971,5.3
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1970,4.8
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1969,6.6
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1968,7.6
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1967,7.6
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1966,6.8
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1965,7.8
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1964,5.4
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1963,4.4
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1962,3.5
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1961,3.6
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",1960,4.3
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2021,3.3
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2020,3.1
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2019,3.4
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2018,3.6
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2017,3.2
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2016,3.1
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2015,2.7
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2014,2.5
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2013,2.7
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2012,2.7
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2011,2.8
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2010,2.9
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2009,2.8
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2008,3.2
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2007,3.5
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2006,3.5
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2005,3.9
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2004,2.8
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2003,2.8
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2002,3
"Austria","Total","Diseases of the musculoskeletal system and connective tissue",2001,1.5
