"Country","Sex","Cause","Year","Value"
"Belgium","Total","External causes of mortality",1983,91.1
"Belgium","Total","External causes of mortality",1982,93.8
"Belgium","Total","External causes of mortality",1981,96.5
"Belgium","Total","External causes of mortality",1980,99.2
"Belgium","Total","External causes of mortality",1979,96.2
"Belgium","Total","External causes of mortality",1978,98.3
"Belgium","Total","External causes of mortality",1977,95
"Belgium","Total","External causes of mortality",1976,96.7
"Belgium","Total","External causes of mortality",1975,96.9
"Belgium","Total","External causes of mortality",1974,99.8
"Belgium","Total","External causes of mortality",1973,102.5
"Belgium","Total","External causes of mortality",1972,106.3
"Belgium","Total","External causes of mortality",1971,105.2
"Belgium","Total","External causes of mortality",1970,106.4
"Belgium","Total","External causes of mortality",1969,107.2
"Belgium","Total","External causes of mortality",1968,102
"Belgium","Total","External causes of mortality",1967,96.5
"Belgium","Total","External causes of mortality",1966,94.4
"Belgium","Total","External causes of mortality",1965,96.6
"Belgium","Total","External causes of mortality",1964,89.8
"Belgium","Total","External causes of mortality",1963,87.7
"Belgium","Total","External causes of mortality",1962,84.9
"Belgium","Total","External causes of mortality",1961,85.8
"Belgium","Total","External causes of mortality",1960,89.8
"Belgium","Total","External causes of mortality",2020,53.4
"Belgium","Total","External causes of mortality",2019,53.6
"Belgium","Total","External causes of mortality",2018,55.8
"Belgium","Total","External causes of mortality",2017,53.2
"Belgium","Total","External causes of mortality",2016,53.3
"Belgium","Total","External causes of mortality",2015,55.7
"Belgium","Total","External causes of mortality",2014,54.4
"Belgium","Total","External causes of mortality",2013,56.7
"Belgium","Total","External causes of mortality",2012,59.7
"Belgium","Total","External causes of mortality",2011,58.7
"Belgium","Total","External causes of mortality",2010,58.8
"Canada","Total","External causes of mortality",1978,79.4
"Canada","Total","External causes of mortality",1977,79.9
"Canada","Total","External causes of mortality",1976,79.8
"Canada","Total","External causes of mortality",1975,86.4
"Canada","Total","External causes of mortality",1974,88.7
"Canada","Total","External causes of mortality",1973,90.5
"Canada","Total","External causes of mortality",1972,89.8
"Canada","Total","External causes of mortality",1971,87.3
"Canada","Total","External causes of mortality",1970,84.4
"Canada","Total","External causes of mortality",1969,87.1
"Canada","Total","External causes of mortality",1968,85.6
"Canada","Total","External causes of mortality",1967,86.5
"Canada","Total","External causes of mortality",1966,86.4
"Canada","Total","External causes of mortality",1965,87.2
"Canada","Total","External causes of mortality",1964,83.9
"Canada","Total","External causes of mortality",1963,83.2
"Canada","Total","External causes of mortality",1962,84.5
"Canada","Total","External causes of mortality",1961,83.6
"Canada","Total","External causes of mortality",1960,85.3
"Canada","Total","External causes of mortality",2022,55.8
"Canada","Total","External causes of mortality",2021,60.3
"Canada","Total","External causes of mortality",2020,55.9
"Canada","Total","External causes of mortality",2019,54.4
"Canada","Total","External causes of mortality",2018,56.3
"Canada","Total","External causes of mortality",2017,50.8
"Canada","Total","External causes of mortality",2016,47.4
"Canada","Total","External causes of mortality",2015,48.6
"Canada","Total","External causes of mortality",2014,48.9
"Canada","Total","External causes of mortality",2013,48.2
"Canada","Total","External causes of mortality",2012,48.3
"Canada","Total","External causes of mortality",2011,46.9
"Canada","Total","External causes of mortality",2010,48.9
"Canada","Total","External causes of mortality",2009,47.9
"Canada","Total","External causes of mortality",2008,48.2
"Canada","Total","External causes of mortality",2007,47.4
"Canada","Total","External causes of mortality",2006,47.1
"Canada","Total","External causes of mortality",2005,48.4
"Canada","Total","External causes of mortality",2004,46.9
"Canada","Total","External causes of mortality",2003,48.3
"Canada","Total","External causes of mortality",2002,48.2
"Canada","Total","External causes of mortality",2001,46.8
"Canada","Total","External causes of mortality",2000,47.4
"Canada","Total","External causes of mortality",1999,50.8
"Canada","Total","External causes of mortality",1998,49.2
"Canada","Total","External causes of mortality",1997,49.2
"Canada","Total","External causes of mortality",1996,51.7
"Canada","Total","External causes of mortality",1995,51.5
